icd10, model, hcc, hcc_label
I69344, v28, 254, Monoplegia of lower limb following cerebral infarction affecting left non-dominant side
I69349, v28, 254, Monoplegia of lower limb following cerebral infarction affecting unspecified side
I69351, v28, 253, Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side
I69352, v28, 253, Hemiplegia and hemiparesis following cerebral infarction affecting left dominant side
I69353, v28, 253, Hemiplegia and hemiparesis following cerebral infarction affecting right non-dominant side
I69354, v28, 253, Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side
I69359, v28, 253, Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side
I69361, v28, 254, Other paralytic syndrome following cerebral infarction affecting right dominant side
I69362, v28, 254, Other paralytic syndrome following cerebral infarction affecting left dominant side
I69363, v28, 254, Other paralytic syndrome following cerebral infarction affecting right non-dominant side
I69364, v28, 254, Other paralytic syndrome following cerebral infarction affecting left non-dominant side
I69365, v28, 254, Other paralytic syndrome following cerebral infarction, bilateral
I69369, v28, 254, Other paralytic syndrome following cerebral infarction affecting unspecified side
I69831, v28, 254, Monoplegia of upper limb following other cerebrovascular disease affecting right dominant side
I69832, v28, 254, Monoplegia of upper limb following other cerebrovascular disease affecting left dominant side
I69833, v28, 254, Monoplegia of upper limb following other cerebrovascular disease affecting right non-dominant side
I69834, v28, 254, Monoplegia of upper limb following other cerebrovascular disease affecting left non-dominant side
I69839, v28, 254, Monoplegia of upper limb following other cerebrovascular disease affecting unspecified side
I69841, v28, 254, Monoplegia of lower limb following other cerebrovascular disease affecting right dominant side
I69842, v28, 254, Monoplegia of lower limb following other cerebrovascular disease affecting left dominant side
I69843, v28, 254, Monoplegia of lower limb following other cerebrovascular disease affecting right non-dominant side
I69844, v28, 254, Monoplegia of lower limb following other cerebrovascular disease affecting left non-dominant side
I69849, v28, 254, Monoplegia of lower limb following other cerebrovascular disease affecting unspecified side
I69851, v28, 253, Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side
I69852, v28, 253, Hemiplegia and hemiparesis following other cerebrovascular disease affecting left dominant side
I69853, v28, 253, Hemiplegia and hemiparesis following other cerebrovascular disease affecting right non-dominant side
I69854, v28, 253, Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side
I69859, v28, 253, Hemiplegia and hemiparesis following other cerebrovascular disease affecting unspecified side
I69861, v28, 254, Other paralytic syndrome following other cerebrovascular disease affecting right dominant side
I69862, v28, 254, Other paralytic syndrome following other cerebrovascular disease affecting left dominant side
I69863, v28, 254, Other paralytic syndrome following other cerebrovascular disease affecting right non-dominant side
I69864, v28, 254, Other paralytic syndrome following other cerebrovascular disease affecting left non-dominant side
I69865, v28, 254, Other paralytic syndrome following other cerebrovascular disease, bilateral
I69869, v28, 254, Other paralytic syndrome following other cerebrovascular disease affecting unspecified side
I69931, v28, 254, Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side
I69932, v28, 254, Monoplegia of upper limb following unspecified cerebrovascular disease affecting left dominant side
I69933, v28, 254, Monoplegia of upper limb following unspecified cerebrovascular disease affecting right non-dominant side
I69934, v28, 254, Monoplegia of upper limb following unspecified cerebrovascular disease affecting left non-dominant side
I69939, v28, 254, Monoplegia of upper limb following unspecified cerebrovascular disease affecting unspecified side
I69941, v28, 254, Monoplegia of lower limb following unspecified cerebrovascular disease affecting right dominant side
I69942, v28, 254, Monoplegia of lower limb following unspecified cerebrovascular disease affecting left dominant side
I69943, v28, 254, Monoplegia of lower limb following unspecified cerebrovascular disease affecting right non-dominant side
I69944, v28, 254, Monoplegia of lower limb following unspecified cerebrovascular disease affecting left non-dominant side
I69949, v28, 254, Monoplegia of lower limb following unspecified cerebrovascular disease affecting unspecified side
I69951, v28, 253, Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side
I69952, v28, 253, Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left dominant side
I69953, v28, 253, Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right non-dominant side
I69954, v28, 253, Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left non-dominant side
I69959, v28, 253, Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting unspecified side
I69961, v28, 254, Other paralytic syndrome following unspecified cerebrovascular disease affecting right dominant side
I69962, v28, 254, Other paralytic syndrome following unspecified cerebrovascular disease affecting left dominant side
I69963, v28, 254, Other paralytic syndrome following unspecified cerebrovascular disease affecting right non-dominant side
I69964, v28, 254, Other paralytic syndrome following unspecified cerebrovascular disease affecting left non-dominant side
I69965, v28, 254, Other paralytic syndrome following unspecified cerebrovascular disease, bilateral
I69969, v28, 254, Other paralytic syndrome following unspecified cerebrovascular disease affecting unspecified side
I70221, v28, 264, Atherosclerosis of native arteries of extremities with rest pain, right leg
I70222, v28, 264, Atherosclerosis of native arteries of extremities with rest pain, left leg
I70223, v28, 264, Atherosclerosis of native arteries of extremities with rest pain, bilateral legs
I70228, v28, 264, Atherosclerosis of native arteries of extremities with rest pain, other extremity
I70229, v28, 264, Atherosclerosis of native arteries of extremities with rest pain, unspecified extremity
I70231, v28, 263, Atherosclerosis of native arteries of right leg with ulceration of thigh
I70231, v28, 383, Atherosclerosis of native arteries of right leg with ulceration of thigh
I70232, v28, 263, Atherosclerosis of native arteries of right leg with ulceration of calf
I70232, v28, 383, Atherosclerosis of native arteries of right leg with ulceration of calf
I70233, v28, 263, Atherosclerosis of native arteries of right leg with ulceration of ankle
I70233, v28, 383, Atherosclerosis of native arteries of right leg with ulceration of ankle
I70234, v28, 263, Atherosclerosis of native arteries of right leg with ulceration of heel and midfoot
I70234, v28, 383, Atherosclerosis of native arteries of right leg with ulceration of heel and midfoot
I70235, v28, 263, Atherosclerosis of native arteries of right leg with ulceration of other part of foot
I70235, v28, 383, Atherosclerosis of native arteries of right leg with ulceration of other part of foot
I70238, v28, 263, Atherosclerosis of native arteries of right leg with ulceration of other part of lower leg
I70238, v28, 383, Atherosclerosis of native arteries of right leg with ulceration of other part of lower leg
I70239, v28, 263, Atherosclerosis of native arteries of right leg with ulceration of unspecified site
I70239, v28, 383, Atherosclerosis of native arteries of right leg with ulceration of unspecified site
I70241, v28, 263, Atherosclerosis of native arteries of left leg with ulceration of thigh
I70241, v28, 383, Atherosclerosis of native arteries of left leg with ulceration of thigh
I70242, v28, 263, Atherosclerosis of native arteries of left leg with ulceration of calf
I70242, v28, 383, Atherosclerosis of native arteries of left leg with ulceration of calf
I70243, v28, 263, Atherosclerosis of native arteries of left leg with ulceration of ankle
I70243, v28, 383, Atherosclerosis of native arteries of left leg with ulceration of ankle
I70244, v28, 263, Atherosclerosis of native arteries of left leg with ulceration of heel and midfoot
I70244, v28, 383, Atherosclerosis of native arteries of left leg with ulceration of heel and midfoot
I70245, v28, 263, Atherosclerosis of native arteries of left leg with ulceration of other part of foot
I70245, v28, 383, Atherosclerosis of native arteries of left leg with ulceration of other part of foot
I70248, v28, 263, Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg
I70248, v28, 383, Atherosclerosis of native arteries of left leg with ulceration of other part of lower leg
I70249, v28, 263, Atherosclerosis of native arteries of left leg with ulceration of unspecified site
I70249, v28, 383, Atherosclerosis of native arteries of left leg with ulceration of unspecified site
I7025, v28, 263, Atherosclerosis of native arteries of other extremities with ulceration
I7025, v28, 383, Atherosclerosis of native arteries of other extremities with ulceration
I70261, v28, 263, Atherosclerosis of native arteries of extremities with gangrene, right leg
I70262, v28, 263, Atherosclerosis of native arteries of extremities with gangrene, left leg
I70263, v28, 263, Atherosclerosis of native arteries of extremities with gangrene, bilateral legs
I70268, v28, 263, Atherosclerosis of native arteries of extremities with gangrene, other extremity
I70269, v28, 263, Atherosclerosis of native arteries of extremities with gangrene, unspecified extremity
I70321, v28, 264, Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, right leg
I70322, v28, 264, Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, left leg
I70323, v28, 264, Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, bilateral legs
I70328, v28, 264, Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, other extremity
I70329, v28, 264, Atherosclerosis of unspecified type of bypass graft(s) of the extremities with rest pain, unspecified extremity
I70331, v28, 263, Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of thigh
I70331, v28, 383, Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of thigh
I70332, v28, 263, Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of calf
I70332, v28, 383, Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of calf
I70333, v28, 263, Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of ankle
I70333, v28, 383, Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of ankle
I70334, v28, 263, Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of heel and midfoot
I70334, v28, 383, Atherosclerosis of unspecified type of bypass graft(s) of the right leg with ulceration of heel and midfoot
